UTM_X,UTM_Y,Cota,Valor,Clase
422584.0,4571605.0,-39,0.0001,arcillas y limos
422584.0,4571605.0,-38,0.01,arcillas y limos
422584.0,4571605.0,-37,0.0001,arcillas y limos
422584.0,4571605.0,-36,0.0001,arcillas y limos
422584.0,4571605.0,-35,0.0001,arcillas y limos
422584.0,4571605.0,-34,0.01,arcillas y limos
422584.0,4571605.0,-33,0.0001,arcillas y limos
422584.0,4571605.0,-32,0.0001,arcillas y limos
422584.0,4571605.0,-31,0.0001,arcillas y limos
422584.0,4571605.0,-30,0.0001,arcillas y limos
422584.0,4571605.0,-29,0.0001,arcillas y limos
422584.0,4571605.0,-28,0.01,arcillas y limos
422584.0,4571605.0,-27,0.01,arcillas y limos
422584.0,4571605.0,-26,0.0001,arcillas y limos
422584.0,4571605.0,-25,0.0001,arcillas y limos
422584.0,4571605.0,-24,0.0001,arcillas y limos
422584.0,4571605.0,-23,0.0001,arcillas y limos
422584.0,4571605.0,-22,0.0001,arcillas y limos
422584.0,4571605.0,-21,0.0001,arcillas y limos
422584.0,4571605.0,-20,0.0001,arcillas y limos
422584.0,4571605.0,-19,0.0001,arcillas y limos
422584.0,4571605.0,-18,0.0001,arcillas y limos
422584.0,4571605.0,-17,0.0001,arcillas y limos
422584.0,4571605.0,-16,0.004,arcillas y limos
422584.0,4571605.0,-15,0.004,arcillas y limos
422584.0,4571605.0,-14,0.004,arcillas y limos
422584.0,4571605.0,-13,0.004,arcillas y limos
422584.0,4571605.0,-12,0.004,arcillas y limos
422584.0,4571605.0,-11,1.15,arenas
422584.0,4571605.0,-10,1.15,arenas
422584.0,4571605.0,-9,1.15,arenas
422584.0,4571605.0,-8,1.15,arenas
422584.0,4571605.0,-7,1.15,arenas
422584.0,4571605.0,-6,1.15,arenas
422584.0,4571605.0,-5,1.15,arenas
422584.0,4571605.0,-4,1.15,arenas
422584.0,4571605.0,-3,1.15,arenas
422584.0,4571605.0,-2,1.15,arenas
422584.0,4571605.0,-1,11,gravillas y gravas
422584.0,4571605.0,0,11,gravillas y gravas
422584.0,4571605.0,1,11,gravillas y gravas
422090.0,4571301.0,-54,1.15,arenas
422090.0,4571301.0,-53,0.0004,arcillas y limos
422090.0,4571301.0,-52,0.0004,arcillas y limos
422090.0,4571301.0,-51,0.0004,arcillas y limos
422090.0,4571301.0,-50,0.065,arcillas y limos
422090.0,4571301.0,-49,0.065,arcillas y limos
422090.0,4571301.0,-48,0.065,arcillas y limos
422090.0,4571301.0,-47,0.065,arcillas y limos
422090.0,4571301.0,-46,0.01,arcillas y limos
422090.0,4571301.0,-45,0.0004,arcillas y limos
422090.0,4571301.0,-44,0.0004,arcillas y limos
422090.0,4571301.0,-43,0.0004,arcillas y limos
422090.0,4571301.0,-42,0.0004,arcillas y limos
422090.0,4571301.0,-41,0.0004,arcillas y limos
422090.0,4571301.0,-40,0.0004,arcillas y limos
422090.0,4571301.0,-39,0.01,arcillas y limos
422090.0,4571301.0,-38,0.0004,arcillas y limos
422090.0,4571301.0,-37,0.0004,arcillas y limos
422090.0,4571301.0,-36,0.0004,arcillas y limos
422090.0,4571301.0,-35,0.0004,arcillas y limos
422090.0,4571301.0,-34,0.0004,arcillas y limos
422090.0,4571301.0,-33,0.0004,arcillas y limos
422090.0,4571301.0,-32,0.01,arcillas y limos
422090.0,4571301.0,-31,0.065,arcillas y limos
422090.0,4571301.0,-30,0.065,arcillas y limos
422090.0,4571301.0,-29,0.065,arcillas y limos
422090.0,4571301.0,-28,0.03,arcillas y limos
422090.0,4571301.0,-27,0.03,arcillas y limos
422090.0,4571301.0,-26,0.03,arcillas y limos
422090.0,4571301.0,-25,0.0004,arcillas y limos
422090.0,4571301.0,-24,0.01,arcillas y limos
422090.0,4571301.0,-23,0.01,arcillas y limos
422090.0,4571301.0,-22,0.0004,arcillas y limos
422090.0,4571301.0,-21,0.01,arcillas y limos
422090.0,4571301.0,-20,0.01,arcillas y limos
422090.0,4571301.0,-19,0.0004,arcillas y limos
422090.0,4571301.0,-18,0.01,arcillas y limos
422090.0,4571301.0,-17,0.01,arcillas y limos
422090.0,4571301.0,-16,0.01,arcillas y limos
422090.0,4571301.0,-15,0.01,arcillas y limos
422090.0,4571301.0,-14,0.01,arcillas y limos
422090.0,4571301.0,-13,0.01,arcillas y limos
422090.0,4571301.0,-12,0.065,arcillas y limos
422090.0,4571301.0,-11,0.065,arcillas y limos
422090.0,4571301.0,-10,0.065,arcillas y limos
422090.0,4571301.0,-9,0.065,arcillas y limos
422090.0,4571301.0,-8,0.065,arcillas y limos
422090.0,4571301.0,-7,0.01,arcillas y limos
422090.0,4571301.0,-6,0.01,arcillas y limos
422090.0,4571301.0,-5,0.16,arcillas y limos
422090.0,4571301.0,-4,0.16,arcillas y limos
422090.0,4571301.0,-3,0.16,arcillas y limos
422090.0,4571301.0,-2,0.16,arcillas y limos
422090.0,4571301.0,-1,0.16,arcillas y limos
422090.0,4571301.0,0,0.0004,arcillas y limos
422340.0,4571345.0,-30,0.01,arcillas y limos
422340.0,4571345.0,-29,0.01,arcillas y limos
422340.0,4571345.0,-28,0.01,arcillas y limos
422340.0,4571345.0,-27,0.0004,arcillas y limos
422340.0,4571345.0,-26,0.0004,arcillas y limos
422340.0,4571345.0,-25,0.0004,arcillas y limos
422340.0,4571345.0,-24,0.0004,arcillas y limos
422340.0,4571345.0,-23,0.0004,arcillas y limos
422340.0,4571345.0,-22,0.0004,arcillas y limos
422340.0,4571345.0,-21,0.01,arcillas y limos
422340.0,4571345.0,-20,0.01,arcillas y limos
422340.0,4571345.0,-19,0.01,arcillas y limos
422340.0,4571345.0,-18,0.01,arcillas y limos
422340.0,4571345.0,-17,0.01,arcillas y limos
422340.0,4571345.0,-16,0.01,arcillas y limos
422340.0,4571345.0,-15,0.03,arcillas y limos
422340.0,4571345.0,-14,0.03,arcillas y limos
422340.0,4571345.0,-13,0.0004,arcillas y limos
422340.0,4571345.0,-12,0.0004,arcillas y limos
422340.0,4571345.0,-11,0.01,arcillas y limos
422340.0,4571345.0,-10,0.01,arcillas y limos
422340.0,4571345.0,-9,0.01,arcillas y limos
422340.0,4571345.0,-8,0.01,arcillas y limos
422340.0,4571345.0,-7,0.01,arcillas y limos
422340.0,4571345.0,-6,0.01,arcillas y limos
422340.0,4571345.0,-5,0.01,arcillas y limos
422340.0,4571345.0,-4,0.01,arcillas y limos
422340.0,4571345.0,-3,1.15,arenas
422340.0,4571345.0,-2,1.15,arenas
422340.0,4571345.0,-1,1.15,arenas
422340.0,4571345.0,0,0.065,arcillas y limos
422503.0,4571250.0,-29,0.01,arcillas y limos
422503.0,4571250.0,-28,0.01,arcillas y limos
422503.0,4571250.0,-27,0.01,arcillas y limos
422503.0,4571250.0,-26,0.01,arcillas y limos
422503.0,4571250.0,-25,0.01,arcillas y limos
422503.0,4571250.0,-24,0.01,arcillas y limos
422503.0,4571250.0,-23,0.0004,arcillas y limos
422503.0,4571250.0,-22,0.0004,arcillas y limos
422503.0,4571250.0,-21,0.0004,arcillas y limos
422503.0,4571250.0,-20,0.0004,arcillas y limos
422503.0,4571250.0,-19,0.0004,arcillas y limos
422503.0,4571250.0,-18,0.0004,arcillas y limos
422503.0,4571250.0,-17,0.01,arcillas y limos
422503.0,4571250.0,-16,0.01,arcillas y limos
422503.0,4571250.0,-15,0.01,arcillas y limos
422503.0,4571250.0,-14,0.065,arcillas y limos
422503.0,4571250.0,-13,0.065,arcillas y limos
422503.0,4571250.0,-12,1.15,arenas
422503.0,4571250.0,-11,1.15,arenas
422503.0,4571250.0,-10,1.15,arenas
422503.0,4571250.0,-9,1.15,arenas
422503.0,4571250.0,-8,0.065,arcillas y limos
422503.0,4571250.0,-7,1.15,arenas
422503.0,4571250.0,-6,1.15,arenas
422503.0,4571250.0,-5,1.15,arenas
422503.0,4571250.0,-4,1.15,arenas
422503.0,4571250.0,-3,1.15,arenas
422503.0,4571250.0,-2,0.0004,arcillas y limos
422503.0,4571250.0,-1,1.15,arenas
422503.0,4571250.0,0,11,gravillas y gravas
422503.0,4571250.0,1,11,gravillas y gravas
422360.0,4571506.0,-28,0.0004,arcillas y limos
422360.0,4571506.0,-27,0.065,arcillas y limos
422360.0,4571506.0,-26,0.065,arcillas y limos
422360.0,4571506.0,-25,0.01,arcillas y limos
422360.0,4571506.0,-24,0.0004,arcillas y limos
422360.0,4571506.0,-23,0.01,arcillas y limos
422360.0,4571506.0,-22,0.01,arcillas y limos
422360.0,4571506.0,-21,0.01,arcillas y limos
422360.0,4571506.0,-20,0.0004,arcillas y limos
422360.0,4571506.0,-19,0.0004,arcillas y limos
422360.0,4571506.0,-18,0.03,arcillas y limos
422360.0,4571506.0,-17,0.03,arcillas y limos
422360.0,4571506.0,-16,0.03,arcillas y limos
422360.0,4571506.0,-15,0.03,arcillas y limos
422360.0,4571506.0,-14,0.03,arcillas y limos
422360.0,4571506.0,-13,0.03,arcillas y limos
422360.0,4571506.0,-12,0.03,arcillas y limos
422360.0,4571506.0,-11,0.065,arcillas y limos
422360.0,4571506.0,-10,0.01,arcillas y limos
422360.0,4571506.0,-9,0.01,arcillas y limos
422360.0,4571506.0,-8,0.01,arcillas y limos
422360.0,4571506.0,-7,0.01,arcillas y limos
422360.0,4571506.0,-6,0.01,arcillas y limos
422360.0,4571506.0,-5,0.01,arcillas y limos
422360.0,4571506.0,-4,0.01,arcillas y limos
422360.0,4571506.0,-3,0.01,arcillas y limos
422360.0,4571506.0,-2,0.01,arcillas y limos
422360.0,4571506.0,-1,0.0004,arcillas y limos
422360.0,4571506.0,0,0.0004,arcillas y limos
422360.0,4571506.0,1,0.0001,arcillas y limos
422360.0,4571506.0,2,0.0001,arcillas y limos
422552.0,4571430.0,-53,7,gravillas y gravas
422552.0,4571430.0,-52,7,gravillas y gravas
422552.0,4571430.0,-51,0.01,arcillas y limos
422552.0,4571430.0,-50,0.01,arcillas y limos
422552.0,4571430.0,-49,0.01,arcillas y limos
422552.0,4571430.0,-48,0.01,arcillas y limos
422552.0,4571430.0,-47,0.0004,arcillas y limos
422552.0,4571430.0,-46,0.0004,arcillas y limos
422552.0,4571430.0,-45,0.01,arcillas y limos
422552.0,4571430.0,-44,0.0004,arcillas y limos
422552.0,4571430.0,-43,0.0004,arcillas y limos
422552.0,4571430.0,-42,0.0004,arcillas y limos
422552.0,4571430.0,-41,0.0004,arcillas y limos
422552.0,4571430.0,-40,0.0004,arcillas y limos
422552.0,4571430.0,-39,0.0004,arcillas y limos
422552.0,4571430.0,-38,0.065,arcillas y limos
422552.0,4571430.0,-37,0.0004,arcillas y limos
422552.0,4571430.0,-36,0.065,arcillas y limos
422552.0,4571430.0,-35,0.004,arcillas y limos
422552.0,4571430.0,-34,0.004,arcillas y limos
422552.0,4571430.0,-33,0.004,arcillas y limos
422552.0,4571430.0,-32,0.004,arcillas y limos
422552.0,4571430.0,-31,0.004,arcillas y limos
422552.0,4571430.0,-30,0.004,arcillas y limos
422552.0,4571430.0,-29,0.03,arcillas y limos
422552.0,4571430.0,-28,0.03,arcillas y limos
422552.0,4571430.0,-27,0.03,arcillas y limos
422552.0,4571430.0,-26,0.03,arcillas y limos
422552.0,4571430.0,-25,0.0004,arcillas y limos
422552.0,4571430.0,-24,0.0004,arcillas y limos
422552.0,4571430.0,-23,0.0004,arcillas y limos
422552.0,4571430.0,-22,0.01,arcillas y limos
422552.0,4571430.0,-21,0.0004,arcillas y limos
422552.0,4571430.0,-20,0.0004,arcillas y limos
422552.0,4571430.0,-19,0.065,arcillas y limos
422552.0,4571430.0,-18,0.065,arcillas y limos
422552.0,4571430.0,-17,0.01,arcillas y limos
422552.0,4571430.0,-16,0.01,arcillas y limos
422552.0,4571430.0,-15,0.01,arcillas y limos
422552.0,4571430.0,-14,0.01,arcillas y limos
422552.0,4571430.0,-13,0.01,arcillas y limos
422552.0,4571430.0,-12,0.01,arcillas y limos
422552.0,4571430.0,-11,0.45,arcillas y limos
422552.0,4571430.0,-10,0.45,arcillas y limos
422552.0,4571430.0,-9,0.45,arcillas y limos
422552.0,4571430.0,-8,0.45,arcillas y limos
422552.0,4571430.0,-7,0.0001,arcillas y limos
422552.0,4571430.0,-6,0.45,arcillas y limos
422552.0,4571430.0,-5,0.45,arcillas y limos
422552.0,4571430.0,-4,0.45,arcillas y limos
422552.0,4571430.0,-3,0.45,arcillas y limos
422552.0,4571430.0,-2,0.45,arcillas y limos
422552.0,4571430.0,-1,0.01,arcillas y limos
422552.0,4571430.0,0,11,gravillas y gravas
422552.0,4571430.0,1,11,gravillas y gravas
422518.0,4571644.0,-30,0.0004,arcillas y limos
422518.0,4571644.0,-29,0.0004,arcillas y limos
422518.0,4571644.0,-28,0.0004,arcillas y limos
422518.0,4571644.0,-27,0.0004,arcillas y limos
422518.0,4571644.0,-26,0.01,arcillas y limos
422518.0,4571644.0,-25,0.0004,arcillas y limos
422518.0,4571644.0,-24,0.0004,arcillas y limos
422518.0,4571644.0,-23,0.0004,arcillas y limos
422518.0,4571644.0,-22,0.001,arcillas y limos
422518.0,4571644.0,-21,0.001,arcillas y limos
422518.0,4571644.0,-20,0.001,arcillas y limos
422518.0,4571644.0,-19,0.001,arcillas y limos
422518.0,4571644.0,-18,0.0001,arcillas y limos
422518.0,4571644.0,-17,0.01,arcillas y limos
422518.0,4571644.0,-16,0.01,arcillas y limos
422518.0,4571644.0,-15,0.0001,arcillas y limos
422518.0,4571644.0,-14,0.01,arcillas y limos
422518.0,4571644.0,-13,0.01,arcillas y limos
422518.0,4571644.0,-12,0.01,arcillas y limos
422518.0,4571644.0,-11,0.01,arcillas y limos
422518.0,4571644.0,-10,0.01,arcillas y limos
422518.0,4571644.0,-9,0.065,arcillas y limos
422518.0,4571644.0,-8,0.065,arcillas y limos
422518.0,4571644.0,-7,0.065,arcillas y limos
422518.0,4571644.0,-6,0.065,arcillas y limos
422518.0,4571644.0,-5,0.065,arcillas y limos
422518.0,4571644.0,-4,0.065,arcillas y limos
422518.0,4571644.0,-3,0.065,arcillas y limos
422518.0,4571644.0,-2,0.065,arcillas y limos
422518.0,4571644.0,-1,11,gravillas y gravas
422518.0,4571644.0,0,11,gravillas y gravas
422755.0,4571300.0,-29,0.0001,arcillas y limos
422755.0,4571300.0,-28,0.004,arcillas y limos
422755.0,4571300.0,-27,0.004,arcillas y limos
422755.0,4571300.0,-26,0.004,arcillas y limos
422755.0,4571300.0,-25,0.0004,arcillas y limos
422755.0,4571300.0,-24,0.0004,arcillas y limos
422755.0,4571300.0,-23,0.0004,arcillas y limos
422755.0,4571300.0,-22,0.0004,arcillas y limos
422755.0,4571300.0,-21,0.01,arcillas y limos
422755.0,4571300.0,-20,0.01,arcillas y limos
422755.0,4571300.0,-19,0.01,arcillas y limos
422755.0,4571300.0,-18,0.01,arcillas y limos
422755.0,4571300.0,-17,0.01,arcillas y limos
422755.0,4571300.0,-16,0.065,arcillas y limos
422755.0,4571300.0,-15,0.001,arcillas y limos
422755.0,4571300.0,-14,0.065,arcillas y limos
422755.0,4571300.0,-13,0.01,arcillas y limos
422755.0,4571300.0,-12,0.01,arcillas y limos
422755.0,4571300.0,-11,0.01,arcillas y limos
422755.0,4571300.0,-10,0.065,arcillas y limos
422755.0,4571300.0,-9,0.065,arcillas y limos
422755.0,4571300.0,-8,0.065,arcillas y limos
422755.0,4571300.0,-7,0.065,arcillas y limos
422755.0,4571300.0,-6,0.065,arcillas y limos
422755.0,4571300.0,-5,0.065,arcillas y limos
422755.0,4571300.0,-4,0.065,arcillas y limos
422755.0,4571300.0,-3,0.065,arcillas y limos
422755.0,4571300.0,-2,0.0004,arcillas y limos
422755.0,4571300.0,-1,0.0004,arcillas y limos
422755.0,4571300.0,0,11,gravillas y gravas
422755.0,4571300.0,1,11,gravillas y gravas
422956.0,4571618.0,-29,0.01,arcillas y limos
422956.0,4571618.0,-28,0.01,arcillas y limos
422956.0,4571618.0,-27,0.01,arcillas y limos
422956.0,4571618.0,-26,0.01,arcillas y limos
422956.0,4571618.0,-25,0.0004,arcillas y limos
422956.0,4571618.0,-24,0.0004,arcillas y limos
422956.0,4571618.0,-23,0.0004,arcillas y limos
422956.0,4571618.0,-22,0.0004,arcillas y limos
422956.0,4571618.0,-21,0.0004,arcillas y limos
422956.0,4571618.0,-20,0.0004,arcillas y limos
422956.0,4571618.0,-19,0.01,arcillas y limos
422956.0,4571618.0,-18,0.01,arcillas y limos
422956.0,4571618.0,-17,0.01,arcillas y limos
422956.0,4571618.0,-16,0.01,arcillas y limos
422956.0,4571618.0,-15,0.065,arcillas y limos
422956.0,4571618.0,-14,0.065,arcillas y limos
422956.0,4571618.0,-13,0.065,arcillas y limos
422956.0,4571618.0,-12,0.065,arcillas y limos
422956.0,4571618.0,-11,0.065,arcillas y limos
422956.0,4571618.0,-10,0.065,arcillas y limos
422956.0,4571618.0,-9,0.065,arcillas y limos
422956.0,4571618.0,-8,0.065,arcillas y limos
422956.0,4571618.0,-7,0.065,arcillas y limos
422956.0,4571618.0,-6,0.0004,arcillas y limos
422956.0,4571618.0,-5,0.065,arcillas y limos
422956.0,4571618.0,-4,0.065,arcillas y limos
422956.0,4571618.0,-3,0.065,arcillas y limos
422956.0,4571618.0,-2,0.065,arcillas y limos
422956.0,4571618.0,-1,0.0004,arcillas y limos
422956.0,4571618.0,0,11,gravillas y gravas
422956.0,4571618.0,1,11,gravillas y gravas
422652.0,4571459.0,-55,7,gravillas y gravas
422652.0,4571459.0,-54,7,gravillas y gravas
422652.0,4571459.0,-53,7,gravillas y gravas
422652.0,4571459.0,-52,0.01,arcillas y limos
422652.0,4571459.0,-51,0.01,arcillas y limos
422652.0,4571459.0,-50,0.01,arcillas y limos
422652.0,4571459.0,-49,0.01,arcillas y limos
422652.0,4571459.0,-48,0.01,arcillas y limos
422652.0,4571459.0,-47,0.01,arcillas y limos
422652.0,4571459.0,-46,0.01,arcillas y limos
422652.0,4571459.0,-45,0.01,arcillas y limos
422652.0,4571459.0,-44,0.01,arcillas y limos
422652.0,4571459.0,-43,0.01,arcillas y limos
422652.0,4571459.0,-42,0.0001,arcillas y limos
422652.0,4571459.0,-41,0.01,arcillas y limos
422652.0,4571459.0,-40,0.01,arcillas y limos
422652.0,4571459.0,-39,0.01,arcillas y limos
422652.0,4571459.0,-38,0.01,arcillas y limos
422652.0,4571459.0,-37,0.01,arcillas y limos
422652.0,4571459.0,-36,0.01,arcillas y limos
422652.0,4571459.0,-35,0.01,arcillas y limos
422652.0,4571459.0,-34,0.004,arcillas y limos
422652.0,4571459.0,-33,0.004,arcillas y limos
422652.0,4571459.0,-32,0.01,arcillas y limos
422652.0,4571459.0,-31,0.01,arcillas y limos
422652.0,4571459.0,-30,0.01,arcillas y limos
422652.0,4571459.0,-29,0.01,arcillas y limos
422652.0,4571459.0,-28,0.01,arcillas y limos
422652.0,4571459.0,-27,0.01,arcillas y limos
422652.0,4571459.0,-26,0.01,arcillas y limos
422652.0,4571459.0,-25,0.01,arcillas y limos
422652.0,4571459.0,-24,0.01,arcillas y limos
422652.0,4571459.0,-23,0.01,arcillas y limos
422652.0,4571459.0,-22,0.01,arcillas y limos
422652.0,4571459.0,-21,0.01,arcillas y limos
422652.0,4571459.0,-20,0.01,arcillas y limos
422652.0,4571459.0,-19,0.01,arcillas y limos
422652.0,4571459.0,-18,0.0004,arcillas y limos
422652.0,4571459.0,-17,0.0004,arcillas y limos
422652.0,4571459.0,-16,0.01,arcillas y limos
422652.0,4571459.0,-15,0.01,arcillas y limos
422652.0,4571459.0,-14,0.01,arcillas y limos
422652.0,4571459.0,-13,0.01,arcillas y limos
422652.0,4571459.0,-12,0.01,arcillas y limos
422652.0,4571459.0,-11,0.01,arcillas y limos
422652.0,4571459.0,-10,0.065,arcillas y limos
422652.0,4571459.0,-9,0.01,arcillas y limos
422652.0,4571459.0,-8,0.01,arcillas y limos
422652.0,4571459.0,-7,0.0004,arcillas y limos
422652.0,4571459.0,-6,0.065,arcillas y limos
422652.0,4571459.0,-5,0.065,arcillas y limos
422652.0,4571459.0,-4,0.065,arcillas y limos
422652.0,4571459.0,-3,0.065,arcillas y limos
422652.0,4571459.0,-2,0.065,arcillas y limos
422652.0,4571459.0,-1,0.065,arcillas y limos
422652.0,4571459.0,0,11,gravillas y gravas
422652.0,4571459.0,1,11,gravillas y gravas
422732.0,4571480.0,-53,0.065,arcillas y limos
422732.0,4571480.0,-52,0.065,arcillas y limos
422732.0,4571480.0,-51,0.065,arcillas y limos
422732.0,4571480.0,-50,0.065,arcillas y limos
422732.0,4571480.0,-49,0.065,arcillas y limos
422732.0,4571480.0,-48,0.065,arcillas y limos
422732.0,4571480.0,-47,0.01,arcillas y limos
422732.0,4571480.0,-46,0.01,arcillas y limos
422732.0,4571480.0,-45,0.01,arcillas y limos
422732.0,4571480.0,-44,0.01,arcillas y limos
422732.0,4571480.0,-43,0.01,arcillas y limos
422732.0,4571480.0,-42,0.01,arcillas y limos
422732.0,4571480.0,-41,0.01,arcillas y limos
422732.0,4571480.0,-40,0.01,arcillas y limos
422732.0,4571480.0,-39,0.01,arcillas y limos
422732.0,4571480.0,-38,0.01,arcillas y limos
422732.0,4571480.0,-37,0.01,arcillas y limos
422732.0,4571480.0,-36,0.01,arcillas y limos
422732.0,4571480.0,-35,0.065,arcillas y limos
422732.0,4571480.0,-34,0.065,arcillas y limos
422732.0,4571480.0,-33,0.0004,arcillas y limos
422732.0,4571480.0,-32,0.0004,arcillas y limos
422732.0,4571480.0,-31,0.0004,arcillas y limos
422732.0,4571480.0,-30,0.0004,arcillas y limos
422732.0,4571480.0,-29,0.0004,arcillas y limos
422732.0,4571480.0,-28,0.0004,arcillas y limos
422732.0,4571480.0,-27,0.0004,arcillas y limos
422732.0,4571480.0,-26,0.004,arcillas y limos
422732.0,4571480.0,-25,0.004,arcillas y limos
422732.0,4571480.0,-24,0.004,arcillas y limos
422732.0,4571480.0,-23,0.004,arcillas y limos
422732.0,4571480.0,-22,0.004,arcillas y limos
422732.0,4571480.0,-21,0.004,arcillas y limos
422732.0,4571480.0,-20,0.004,arcillas y limos
422732.0,4571480.0,-19,0.004,arcillas y limos
422732.0,4571480.0,-18,0.004,arcillas y limos
422732.0,4571480.0,-17,0.065,arcillas y limos
422732.0,4571480.0,-16,0.065,arcillas y limos
422732.0,4571480.0,-15,0.065,arcillas y limos
422732.0,4571480.0,-14,0.065,arcillas y limos
422732.0,4571480.0,-13,0.065,arcillas y limos
422732.0,4571480.0,-12,0.065,arcillas y limos
422732.0,4571480.0,-11,0.065,arcillas y limos
422732.0,4571480.0,-10,0.065,arcillas y limos
422732.0,4571480.0,-9,0.01,arcillas y limos
422732.0,4571480.0,-8,0.065,arcillas y limos
422732.0,4571480.0,-7,0.065,arcillas y limos
422732.0,4571480.0,-6,0.065,arcillas y limos
422732.0,4571480.0,-5,0.065,arcillas y limos
422732.0,4571480.0,-4,0.065,arcillas y limos
422732.0,4571480.0,-3,0.065,arcillas y limos
422732.0,4571480.0,-2,0.065,arcillas y limos
422732.0,4571480.0,-1,0.065,arcillas y limos
422732.0,4571480.0,0,0.0004,arcillas y limos
422732.0,4571480.0,1,11,gravillas y gravas
423087.0,4571672.0,-55,1.15,arenas
423087.0,4571672.0,-54,1.15,arenas
423087.0,4571672.0,-53,1.15,arenas
423087.0,4571672.0,-52,0.065,arcillas y limos
423087.0,4571672.0,-51,0.01,arcillas y limos
423087.0,4571672.0,-50,0.065,arcillas y limos
423087.0,4571672.0,-49,0.065,arcillas y limos
423087.0,4571672.0,-48,0.065,arcillas y limos
423087.0,4571672.0,-47,0.0001,arcillas y limos
423087.0,4571672.0,-46,0.01,arcillas y limos
423087.0,4571672.0,-45,0.01,arcillas y limos
423087.0,4571672.0,-44,0.01,arcillas y limos
423087.0,4571672.0,-43,0.0004,arcillas y limos
423087.0,4571672.0,-42,0.0004,arcillas y limos
423087.0,4571672.0,-41,0.0004,arcillas y limos
423087.0,4571672.0,-40,0.01,arcillas y limos
423087.0,4571672.0,-39,0.004,arcillas y limos
423087.0,4571672.0,-38,0.004,arcillas y limos
423087.0,4571672.0,-37,0.004,arcillas y limos
423087.0,4571672.0,-36,0.004,arcillas y limos
423087.0,4571672.0,-35,0.004,arcillas y limos
423087.0,4571672.0,-34,0.004,arcillas y limos
423087.0,4571672.0,-33,0.004,arcillas y limos
423087.0,4571672.0,-32,0.004,arcillas y limos
423087.0,4571672.0,-31,0.004,arcillas y limos
423087.0,4571672.0,-30,0.004,arcillas y limos
423087.0,4571672.0,-29,0.004,arcillas y limos
423087.0,4571672.0,-28,0.004,arcillas y limos
423087.0,4571672.0,-27,0.004,arcillas y limos
423087.0,4571672.0,-26,0.004,arcillas y limos
423087.0,4571672.0,-25,0.004,arcillas y limos
423087.0,4571672.0,-24,0.004,arcillas y limos
423087.0,4571672.0,-23,0.004,arcillas y limos
423087.0,4571672.0,-22,0.004,arcillas y limos
423087.0,4571672.0,-21,0.004,arcillas y limos
423087.0,4571672.0,-20,0.004,arcillas y limos
423087.0,4571672.0,-19,0.0004,arcillas y limos
423087.0,4571672.0,-18,0.0004,arcillas y limos
423087.0,4571672.0,-17,0.065,arcillas y limos
423087.0,4571672.0,-16,0.065,arcillas y limos
423087.0,4571672.0,-15,0.065,arcillas y limos
423087.0,4571672.0,-14,0.065,arcillas y limos
423087.0,4571672.0,-13,0.01,arcillas y limos
423087.0,4571672.0,-12,0.01,arcillas y limos
423087.0,4571672.0,-11,0.065,arcillas y limos
423087.0,4571672.0,-10,0.065,arcillas y limos
423087.0,4571672.0,-9,0.065,arcillas y limos
423087.0,4571672.0,-8,0.065,arcillas y limos
423087.0,4571672.0,-7,0.065,arcillas y limos
423087.0,4571672.0,-6,0.065,arcillas y limos
423087.0,4571672.0,-5,0.065,arcillas y limos
423087.0,4571672.0,-4,0.065,arcillas y limos
423087.0,4571672.0,-3,0.065,arcillas y limos
423087.0,4571672.0,-2,0.0004,arcillas y limos
423087.0,4571672.0,-1,0.0004,arcillas y limos
423087.0,4571672.0,0,11,gravillas y gravas
423087.0,4571672.0,1,11,gravillas y gravas
425287.0,4571339.0,-76,0.16,arcillas y limos
425287.0,4571339.0,-75,1.15,arenas
425287.0,4571339.0,-74,1.15,arenas
425287.0,4571339.0,-73,1.15,arenas
425287.0,4571339.0,-72,1.15,arenas
425287.0,4571339.0,-71,1.15,arenas
425287.0,4571339.0,-70,0.001,arcillas y limos
425287.0,4571339.0,-69,0.001,arcillas y limos
425287.0,4571339.0,-68,0.001,arcillas y limos
425287.0,4571339.0,-67,0.001,arcillas y limos
425287.0,4571339.0,-66,0.001,arcillas y limos
425287.0,4571339.0,-65,7,gravillas y gravas
425287.0,4571339.0,-64,7,gravillas y gravas
425287.0,4571339.0,-63,7,gravillas y gravas
425287.0,4571339.0,-62,7,gravillas y gravas
425287.0,4571339.0,-61,0.45,arcillas y limos
425287.0,4571339.0,-60,0.01,arcillas y limos
425287.0,4571339.0,-59,0.01,arcillas y limos
425287.0,4571339.0,-58,0.01,arcillas y limos
425287.0,4571339.0,-57,0.01,arcillas y limos
425287.0,4571339.0,-56,0.01,arcillas y limos
425287.0,4571339.0,-55,0.01,arcillas y limos
425287.0,4571339.0,-54,0.01,arcillas y limos
425287.0,4571339.0,-53,0.01,arcillas y limos
425287.0,4571339.0,-52,0.01,arcillas y limos
425287.0,4571339.0,-51,0.01,arcillas y limos
425287.0,4571339.0,-50,0.01,arcillas y limos
425287.0,4571339.0,-49,0.01,arcillas y limos
425287.0,4571339.0,-48,0.01,arcillas y limos
425287.0,4571339.0,-47,0.01,arcillas y limos
425287.0,4571339.0,-46,0.01,arcillas y limos
425287.0,4571339.0,-45,0.01,arcillas y limos
425287.0,4571339.0,-44,0.01,arcillas y limos
