UTM_X,UTM_Y,Cota,Valor,Clase
419880.0,4580670.0,-21,S,
419880.0,4580670.0,-20,7,gravillas y gravas
419880.0,4580670.0,-19,7,gravillas y gravas
419880.0,4580670.0,-18,7,gravillas y gravas
419880.0,4580670.0,-17,7,gravillas y gravas
419880.0,4580670.0,-16,7,gravillas y gravas
419880.0,4580670.0,-15,7,gravillas y gravas
419880.0,4580670.0,-14,7,gravillas y gravas
419880.0,4580670.0,-13,7,gravillas y gravas
419880.0,4580670.0,-12,7,gravillas y gravas
419880.0,4580670.0,-11,7,gravillas y gravas
419880.0,4580670.0,-10,0.001,arcillas y limos
419880.0,4580670.0,-9,0.001,arcillas y limos
419880.0,4580670.0,-8,0.001,arcillas y limos
419880.0,4580670.0,-7,0.001,arcillas y limos
419880.0,4580670.0,-6,0.001,arcillas y limos
419880.0,4580670.0,-5,0.001,arcillas y limos
419880.0,4580670.0,-4,0.001,arcillas y limos
419880.0,4580670.0,-3,0.001,arcillas y limos
419880.0,4580670.0,-2,7,gravillas y gravas
419880.0,4580670.0,-1,7,gravillas y gravas
419880.0,4580670.0,0,7,gravillas y gravas
419880.0,4580670.0,1,7,gravillas y gravas
419880.0,4580670.0,2,0.0004,arcillas y limos
419880.0,4580670.0,3,0.0004,arcillas y limos
419880.0,4580670.0,4,0.0004,arcillas y limos
419880.0,4580670.0,5,0.0004,arcillas y limos
419880.0,4580670.0,6,0.0004,arcillas y limos
419880.0,4580670.0,7,0.0004,arcillas y limos
419480.0,4580740.0,-28,S,
419480.0,4580740.0,-27,30,gravillas y gravas
419480.0,4580740.0,-26,30,gravillas y gravas
419480.0,4580740.0,-25,30,gravillas y gravas
419480.0,4580740.0,-24,30,gravillas y gravas
419480.0,4580740.0,-23,30,gravillas y gravas
419480.0,4580740.0,-22,30,gravillas y gravas
419480.0,4580740.0,-21,30,gravillas y gravas
419480.0,4580740.0,-20,30,gravillas y gravas
419480.0,4580740.0,-19,30,gravillas y gravas
419480.0,4580740.0,-18,30,gravillas y gravas
419480.0,4580740.0,-17,30,gravillas y gravas
419480.0,4580740.0,-16,30,gravillas y gravas
419480.0,4580740.0,-15,30,gravillas y gravas
419480.0,4580740.0,-14,30,gravillas y gravas
419480.0,4580740.0,-13,30,gravillas y gravas
419480.0,4580740.0,-12,30,gravillas y gravas
419480.0,4580740.0,-11,30,gravillas y gravas
419480.0,4580740.0,-10,30,gravillas y gravas
419480.0,4580740.0,-9,30,gravillas y gravas
419480.0,4580740.0,-8,30,gravillas y gravas
419480.0,4580740.0,-7,30,gravillas y gravas
419480.0,4580740.0,-6,30,gravillas y gravas
419480.0,4580740.0,-5,30,gravillas y gravas
419480.0,4580740.0,-4,30,gravillas y gravas
419480.0,4580740.0,-3,30,gravillas y gravas
419480.0,4580740.0,-2,30,gravillas y gravas
419480.0,4580740.0,-1,30,gravillas y gravas
419480.0,4580740.0,0,30,gravillas y gravas
419480.0,4580740.0,1,30,gravillas y gravas
419480.0,4580740.0,2,30,gravillas y gravas
419480.0,4580740.0,3,30,gravillas y gravas
419480.0,4580740.0,4,30,gravillas y gravas
419480.0,4580740.0,5,30,gravillas y gravas
419480.0,4580740.0,6,30,gravillas y gravas
419570.0,4580410.0,-22,S,
419570.0,4580410.0,-21,7,gravillas y gravas
419570.0,4580410.0,-20,7,gravillas y gravas
419570.0,4580410.0,-19,7,gravillas y gravas
419570.0,4580410.0,-18,7,gravillas y gravas
419570.0,4580410.0,-17,7,gravillas y gravas
419570.0,4580410.0,-16,7,gravillas y gravas
419570.0,4580410.0,-15,7,gravillas y gravas
419570.0,4580410.0,-14,7,gravillas y gravas
419570.0,4580410.0,-13,7,gravillas y gravas
419570.0,4580410.0,-12,7,gravillas y gravas
419570.0,4580410.0,-11,7,gravillas y gravas
419570.0,4580410.0,-10,7,gravillas y gravas
419570.0,4580410.0,-9,7,gravillas y gravas
419570.0,4580410.0,-8,7,gravillas y gravas
419570.0,4580410.0,-7,7,gravillas y gravas
419570.0,4580410.0,-6,7,gravillas y gravas
419570.0,4580410.0,-5,7,gravillas y gravas
419570.0,4580410.0,-4,7,gravillas y gravas
419570.0,4580410.0,-3,7,gravillas y gravas
419570.0,4580410.0,-2,7,gravillas y gravas
419570.0,4580410.0,-1,7,gravillas y gravas
419570.0,4580410.0,0,7,gravillas y gravas
419570.0,4580410.0,1,7,gravillas y gravas
419570.0,4580410.0,2,7,gravillas y gravas
419570.0,4580410.0,3,7,gravillas y gravas
419570.0,4580410.0,4,7,gravillas y gravas
419570.0,4580410.0,5,7,gravillas y gravas
419570.0,4580410.0,6,7,gravillas y gravas
419570.0,4580410.0,7,7,gravillas y gravas
420240.0,4580800.0,-18,S,
420240.0,4580800.0,-17,0.001,arcillas y limos
420240.0,4580800.0,-16,0.001,arcillas y limos
420240.0,4580800.0,-15,0.001,arcillas y limos
420240.0,4580800.0,-14,0.001,arcillas y limos
420240.0,4580800.0,-13,0.001,arcillas y limos
420240.0,4580800.0,-12,0.001,arcillas y limos
420240.0,4580800.0,-11,0.45,arcillas y limos
420240.0,4580800.0,-10,0.45,arcillas y limos
420240.0,4580800.0,-9,0.45,arcillas y limos
420240.0,4580800.0,-8,0.45,arcillas y limos
420240.0,4580800.0,-7,0.45,arcillas y limos
420240.0,4580800.0,-6,0.45,arcillas y limos
420240.0,4580800.0,-5,0.45,arcillas y limos
420240.0,4580800.0,-4,0.45,arcillas y limos
420240.0,4580800.0,-3,0.45,arcillas y limos
420240.0,4580800.0,-2,0.45,arcillas y limos
420240.0,4580800.0,-1,0.45,arcillas y limos
420240.0,4580800.0,0,0.45,arcillas y limos
420240.0,4580800.0,1,0.45,arcillas y limos
420240.0,4580800.0,2,0.45,arcillas y limos
420240.0,4580800.0,3,0.0004,arcillas y limos
420240.0,4580800.0,4,0.0004,arcillas y limos
420240.0,4580800.0,5,0.0004,arcillas y limos
420240.0,4580800.0,6,0.0004,arcillas y limos
420240.0,4580800.0,7,0.0004,arcillas y limos
420560.0,4580880.0,-10,S,
420560.0,4580880.0,-9,0.0004,arcillas y limos
420560.0,4580880.0,-8,7,gravillas y gravas
420560.0,4580880.0,-7,7,gravillas y gravas
420560.0,4580880.0,-6,7,gravillas y gravas
420560.0,4580880.0,-5,7,gravillas y gravas
420560.0,4580880.0,-4,7,gravillas y gravas
420560.0,4580880.0,-3,7,gravillas y gravas
420560.0,4580880.0,-2,7,gravillas y gravas
420560.0,4580880.0,-1,7,gravillas y gravas
420560.0,4580880.0,0,7,gravillas y gravas
420560.0,4580880.0,1,7,gravillas y gravas
420560.0,4580880.0,2,7,gravillas y gravas
420560.0,4580880.0,3,7,gravillas y gravas
420560.0,4580880.0,4,7,gravillas y gravas
420560.0,4580880.0,5,7,gravillas y gravas
420560.0,4580880.0,6,0.0004,arcillas y limos
420560.0,4580880.0,7,0.0004,arcillas y limos
420790.0,4581280.0,-9,S,
420790.0,4581280.0,-8,0.001,arcillas y limos
420790.0,4581280.0,-7,0.45,arcillas y limos
420790.0,4581280.0,-6,7,gravillas y gravas
420790.0,4581280.0,-5,7,gravillas y gravas
420790.0,4581280.0,-4,7,gravillas y gravas
420790.0,4581280.0,-3,7,gravillas y gravas
420790.0,4581280.0,-2,0.001,arcillas y limos
420790.0,4581280.0,-1,0.16,arcillas y limos
420790.0,4581280.0,0,0.16,arcillas y limos
420790.0,4581280.0,1,0.001,arcillas y limos
420790.0,4581280.0,2,0.001,arcillas y limos
420790.0,4581280.0,3,0.001,arcillas y limos
420790.0,4581280.0,4,0.001,arcillas y limos
420790.0,4581280.0,5,0.001,arcillas y limos
420790.0,4581280.0,6,0.001,arcillas y limos
420790.0,4581280.0,7,0.001,arcillas y limos
421651.0,4579184.0,-26,0.001,arcillas y limos
421651.0,4579184.0,-25,7,gravillas y gravas
421651.0,4579184.0,-24,7,gravillas y gravas
421651.0,4579184.0,-23,7,gravillas y gravas
421651.0,4579184.0,-22,7,gravillas y gravas
421651.0,4579184.0,-21,7,gravillas y gravas
421651.0,4579184.0,-20,7,gravillas y gravas
421651.0,4579184.0,-19,0.0001,arcillas y limos
421651.0,4579184.0,-18,0.065,arcillas y limos
421651.0,4579184.0,-17,0.065,arcillas y limos
421651.0,4579184.0,-16,7,gravillas y gravas
421651.0,4579184.0,-15,7,gravillas y gravas
421651.0,4579184.0,-14,7,gravillas y gravas
421651.0,4579184.0,-13,7,gravillas y gravas
421651.0,4579184.0,-12,7,gravillas y gravas
421651.0,4579184.0,-11,7,gravillas y gravas
421651.0,4579184.0,-10,7,gravillas y gravas
421651.0,4579184.0,-9,7,gravillas y gravas
421651.0,4579184.0,-8,7,gravillas y gravas
421651.0,4579184.0,-7,7,gravillas y gravas
421651.0,4579184.0,-6,7,gravillas y gravas
421651.0,4579184.0,-5,7,gravillas y gravas
421651.0,4579184.0,-4,7,gravillas y gravas
421651.0,4579184.0,-3,7,gravillas y gravas
421651.0,4579184.0,-2,7,gravillas y gravas
421651.0,4579184.0,-1,7,gravillas y gravas
421651.0,4579184.0,0,0.0001,arcillas y limos
421651.0,4579184.0,1,0.0001,arcillas y limos
421651.0,4579184.0,2,0.0001,arcillas y limos
421651.0,4579184.0,3,0.0001,arcillas y limos
421651.0,4579184.0,4,0.0001,arcillas y limos
421651.0,4579184.0,5,0.0001,arcillas y limos
421651.0,4579184.0,6,0.0001,arcillas y limos
421651.0,4579184.0,7,0.0001,arcillas y limos
421565.0,4579792.0,-24,0.001,arcillas y limos
421565.0,4579792.0,-23,7,gravillas y gravas
421565.0,4579792.0,-22,7,gravillas y gravas
421565.0,4579792.0,-21,7,gravillas y gravas
421565.0,4579792.0,-20,7,gravillas y gravas
421565.0,4579792.0,-19,7,gravillas y gravas
421565.0,4579792.0,-18,7,gravillas y gravas
421565.0,4579792.0,-17,7,gravillas y gravas
421565.0,4579792.0,-16,0.45,arcillas y limos
421565.0,4579792.0,-15,7,gravillas y gravas
421565.0,4579792.0,-14,7,gravillas y gravas
421565.0,4579792.0,-13,7,gravillas y gravas
421565.0,4579792.0,-12,7,gravillas y gravas
421565.0,4579792.0,-11,7,gravillas y gravas
421565.0,4579792.0,-10,7,gravillas y gravas
421565.0,4579792.0,-9,7,gravillas y gravas
421565.0,4579792.0,-8,1.15,arenas
421565.0,4579792.0,-7,0.004,arcillas y limos
421565.0,4579792.0,-6,0.004,arcillas y limos
421565.0,4579792.0,-5,0.004,arcillas y limos
421565.0,4579792.0,-4,0.004,arcillas y limos
421565.0,4579792.0,-3,0.004,arcillas y limos
421565.0,4579792.0,-2,1.15,arenas
421565.0,4579792.0,-1,1.15,arenas
421565.0,4579792.0,0,1.15,arenas
421565.0,4579792.0,1,1.15,arenas
421565.0,4579792.0,2,0.004,arcillas y limos
421565.0,4579792.0,3,0.004,arcillas y limos
421565.0,4579792.0,4,0.004,arcillas y limos
421565.0,4579792.0,5,0.004,arcillas y limos
421565.0,4579792.0,6,0.004,arcillas y limos
421565.0,4579792.0,7,0.0001,arcillas y limos
421559.0,4579062.0,-6,7,gravillas y gravas
421559.0,4579062.0,-5,7,gravillas y gravas
421559.0,4579062.0,-4,7,gravillas y gravas
421559.0,4579062.0,-3,7,gravillas y gravas
421559.0,4579062.0,-2,7,gravillas y gravas
421559.0,4579062.0,-1,7,gravillas y gravas
421559.0,4579062.0,0,1.15,arenas
421559.0,4579062.0,1,0.03,arcillas y limos
421559.0,4579062.0,2,0.03,arcillas y limos
421559.0,4579062.0,3,0.065,arcillas y limos
421559.0,4579062.0,4,0.065,arcillas y limos
421559.0,4579062.0,5,0.065,arcillas y limos
421559.0,4579062.0,6,0.065,arcillas y limos
421559.0,4579062.0,7,0.065,arcillas y limos
421340.0,4579190.0,-15,7,gravillas y gravas
421340.0,4579190.0,-14,7,gravillas y gravas
421340.0,4579190.0,-13,7,gravillas y gravas
421340.0,4579190.0,-12,7,gravillas y gravas
421340.0,4579190.0,-11,0.0004,arcillas y limos
421340.0,4579190.0,-10,0.0004,arcillas y limos
421340.0,4579190.0,-9,7,gravillas y gravas
421340.0,4579190.0,-8,7,gravillas y gravas
421340.0,4579190.0,-7,7,gravillas y gravas
421340.0,4579190.0,-6,0.0004,arcillas y limos
421340.0,4579190.0,-5,0.0004,arcillas y limos
421340.0,4579190.0,-4,0.0004,arcillas y limos
421340.0,4579190.0,-3,0.0004,arcillas y limos
421340.0,4579190.0,-2,0.0004,arcillas y limos
421340.0,4579190.0,-1,0.0004,arcillas y limos
421340.0,4579190.0,0,0.0004,arcillas y limos
421340.0,4579190.0,1,0.0004,arcillas y limos
421340.0,4579190.0,2,0.0004,arcillas y limos
421340.0,4579190.0,3,0.0004,arcillas y limos
421340.0,4579190.0,4,0.0004,arcillas y limos
421340.0,4579190.0,5,0.0004,arcillas y limos
421340.0,4579190.0,6,0.0004,arcillas y limos
421340.0,4579190.0,7,0.0004,arcillas y limos
421320.0,4579480.0,-20,7,gravillas y gravas
421320.0,4579480.0,-19,7,gravillas y gravas
421320.0,4579480.0,-18,7,gravillas y gravas
421320.0,4579480.0,-17,7,gravillas y gravas
421320.0,4579480.0,-16,7,gravillas y gravas
421320.0,4579480.0,-15,7,gravillas y gravas
421320.0,4579480.0,-14,7,gravillas y gravas
421320.0,4579480.0,-13,7,gravillas y gravas
421320.0,4579480.0,-12,7,gravillas y gravas
421320.0,4579480.0,-11,7,gravillas y gravas
421320.0,4579480.0,-10,7,gravillas y gravas
421320.0,4579480.0,-9,7,gravillas y gravas
421320.0,4579480.0,-8,7,gravillas y gravas
421320.0,4579480.0,-7,7,gravillas y gravas
421320.0,4579480.0,-6,7,gravillas y gravas
421320.0,4579480.0,-5,0.065,arcillas y limos
421320.0,4579480.0,-4,0.065,arcillas y limos
421320.0,4579480.0,-3,0.065,arcillas y limos
421320.0,4579480.0,-2,0.065,arcillas y limos
421320.0,4579480.0,-1,0.065,arcillas y limos
421320.0,4579480.0,0,0.004,arcillas y limos
421320.0,4579480.0,1,0.004,arcillas y limos
421320.0,4579480.0,2,0.004,arcillas y limos
421320.0,4579480.0,3,0.004,arcillas y limos
421320.0,4579480.0,4,0.0001,arcillas y limos
421320.0,4579480.0,5,0.0001,arcillas y limos
421320.0,4579480.0,6,0.0001,arcillas y limos
421320.0,4579480.0,7,0.0001,arcillas y limos
418780.0,4580200.0,-10,7,gravillas y gravas
418780.0,4580200.0,-9,7,gravillas y gravas
418780.0,4580200.0,-8,7,gravillas y gravas
418780.0,4580200.0,-7,7,gravillas y gravas
418780.0,4580200.0,-6,7,gravillas y gravas
418780.0,4580200.0,-5,7,gravillas y gravas
418780.0,4580200.0,-4,7,gravillas y gravas
418780.0,4580200.0,-3,7,gravillas y gravas
418780.0,4580200.0,-2,7,gravillas y gravas
418780.0,4580200.0,-1,0.0001,arcillas y limos
418780.0,4580200.0,0,0.0001,arcillas y limos
418780.0,4580200.0,1,0.004,arcillas y limos
418780.0,4580200.0,2,0.004,arcillas y limos
420070.0,4581230.0,-31,0.001,arcillas y limos
420070.0,4581230.0,-30,7,gravillas y gravas
420070.0,4581230.0,-29,7,gravillas y gravas
420070.0,4581230.0,-28,7,gravillas y gravas
420070.0,4581230.0,-27,0.004,arcillas y limos
420070.0,4581230.0,-26,0.004,arcillas y limos
420070.0,4581230.0,-25,0.004,arcillas y limos
420070.0,4581230.0,-24,0.004,arcillas y limos
420070.0,4581230.0,-23,0.004,arcillas y limos
420070.0,4581230.0,-22,0.004,arcillas y limos
420070.0,4581230.0,-21,0.004,arcillas y limos
420070.0,4581230.0,-20,7,gravillas y gravas
420070.0,4581230.0,-19,7,gravillas y gravas
420070.0,4581230.0,-18,7,gravillas y gravas
420070.0,4581230.0,-17,0.065,arcillas y limos
420070.0,4581230.0,-16,7,gravillas y gravas
420070.0,4581230.0,-15,7,gravillas y gravas
420070.0,4581230.0,-14,7,gravillas y gravas
420070.0,4581230.0,-13,7,gravillas y gravas
420070.0,4581230.0,-12,7,gravillas y gravas
420070.0,4581230.0,-11,7,gravillas y gravas
420070.0,4581230.0,-10,7,gravillas y gravas
420070.0,4581230.0,-9,7,gravillas y gravas
420070.0,4581230.0,-8,7,gravillas y gravas
420070.0,4581230.0,-7,7,gravillas y gravas
420070.0,4581230.0,-6,7,gravillas y gravas
420070.0,4581230.0,-5,7,gravillas y gravas
420070.0,4581230.0,-4,7,gravillas y gravas
420070.0,4581230.0,-3,7,gravillas y gravas
420070.0,4581230.0,-2,7,gravillas y gravas
420070.0,4581230.0,-1,7,gravillas y gravas
420070.0,4581230.0,0,7,gravillas y gravas
420070.0,4581230.0,1,7,gravillas y gravas
420070.0,4581230.0,2,7,gravillas y gravas
418660.0,4581810.0,-7,0.001,arcillas y limos
418660.0,4581810.0,-6,0.001,arcillas y limos
418660.0,4581810.0,-5,7,gravillas y gravas
418660.0,4581810.0,-4,7,gravillas y gravas
418660.0,4581810.0,-3,7,gravillas y gravas
418660.0,4581810.0,-2,7,gravillas y gravas
418660.0,4581810.0,-1,7,gravillas y gravas
418660.0,4581810.0,0,7,gravillas y gravas
418660.0,4581810.0,1,7,gravillas y gravas
418660.0,4581810.0,2,7,gravillas y gravas
418660.0,4581810.0,3,7,gravillas y gravas
418660.0,4581810.0,4,7,gravillas y gravas
418660.0,4581810.0,5,7,gravillas y gravas
418660.0,4581810.0,6,7,gravillas y gravas
418660.0,4581810.0,7,7,gravillas y gravas
418670.0,4581850.0,-8,0.001,arcillas y limos
418670.0,4581850.0,-7,0.001,arcillas y limos
418670.0,4581850.0,-6,7,gravillas y gravas
418670.0,4581850.0,-5,7,gravillas y gravas
418670.0,4581850.0,-4,7,gravillas y gravas
418670.0,4581850.0,-3,7,gravillas y gravas
418670.0,4581850.0,-2,7,gravillas y gravas
418670.0,4581850.0,-1,7,gravillas y gravas
418670.0,4581850.0,0,7,gravillas y gravas
418670.0,4581850.0,1,7,gravillas y gravas
418670.0,4581850.0,2,7,gravillas y gravas
418670.0,4581850.0,3,7,gravillas y gravas
418670.0,4581850.0,4,7,gravillas y gravas
418670.0,4581850.0,5,7,gravillas y gravas
418670.0,4581850.0,6,7,gravillas y gravas
418670.0,4581850.0,7,7,gravillas y gravas
421871.0,4579182.0,-186,0.01,arcillas y limos
421871.0,4579182.0,-185,0.01,arcillas y limos
421871.0,4579182.0,-184,0.01,arcillas y limos
421871.0,4579182.0,-183,0.01,arcillas y limos
421871.0,4579182.0,-182,0.01,arcillas y limos
421871.0,4579182.0,-181,0.01,arcillas y limos
421871.0,4579182.0,-180,0.01,arcillas y limos
421871.0,4579182.0,-179,0.01,arcillas y limos
421871.0,4579182.0,-178,0.01,arcillas y limos
421871.0,4579182.0,-177,0.01,arcillas y limos
421871.0,4579182.0,-176,0.01,arcillas y limos
421871.0,4579182.0,-175,0.01,arcillas y limos
421871.0,4579182.0,-174,0.01,arcillas y limos
421871.0,4579182.0,-173,0.01,arcillas y limos
421871.0,4579182.0,-172,0.01,arcillas y limos
421871.0,4579182.0,-171,0.01,arcillas y limos
421871.0,4579182.0,-170,0.01,arcillas y limos
421871.0,4579182.0,-169,0.01,arcillas y limos
421871.0,4579182.0,-168,0.01,arcillas y limos
421871.0,4579182.0,-167,0.01,arcillas y limos
421871.0,4579182.0,-166,0.01,arcillas y limos
421871.0,4579182.0,-165,0.01,arcillas y limos
421871.0,4579182.0,-164,0.01,arcillas y limos
421871.0,4579182.0,-163,0.01,arcillas y limos
421871.0,4579182.0,-162,0.01,arcillas y limos
421871.0,4579182.0,-161,0.01,arcillas y limos
421871.0,4579182.0,-160,0.01,arcillas y limos
421871.0,4579182.0,-159,0.01,arcillas y limos
421871.0,4579182.0,-158,0.01,arcillas y limos
421871.0,4579182.0,-157,0.01,arcillas y limos
421871.0,4579182.0,-156,0.01,arcillas y limos
421871.0,4579182.0,-155,0.01,arcillas y limos
421871.0,4579182.0,-154,0.01,arcillas y limos
421871.0,4579182.0,-153,0.01,arcillas y limos
421871.0,4579182.0,-152,0.01,arcillas y limos
421871.0,4579182.0,-151,0.01,arcillas y limos
421871.0,4579182.0,-150,0.01,arcillas y limos
421871.0,4579182.0,-149,0.01,arcillas y limos
421871.0,4579182.0,-148,0.01,arcillas y limos
421871.0,4579182.0,-147,0.01,arcillas y limos
421871.0,4579182.0,-146,0.01,arcillas y limos
421871.0,4579182.0,-145,0.01,arcillas y limos
421871.0,4579182.0,-144,0.01,arcillas y limos
421871.0,4579182.0,-143,0.45,arcillas y limos
421871.0,4579182.0,-142,0.01,arcillas y limos
421871.0,4579182.0,-141,0.01,arcillas y limos
421871.0,4579182.0,-140,0.01,arcillas y limos
421871.0,4579182.0,-139,0.01,arcillas y limos
421871.0,4579182.0,-138,0.01,arcillas y limos
421871.0,4579182.0,-137,0.01,arcillas y limos
421871.0,4579182.0,-136,0.01,arcillas y limos
421871.0,4579182.0,-135,0.01,arcillas y limos
421871.0,4579182.0,-134,0.01,arcillas y limos
421871.0,4579182.0,-133,0.45,arcillas y limos
421871.0,4579182.0,-132,0.01,arcillas y limos
421871.0,4579182.0,-131,0.01,arcillas y limos
421871.0,4579182.0,-28,S,
421871.0,4579182.0,-27,0.004,arcillas y limos
421871.0,4579182.0,-26,0.45,arcillas y limos
421871.0,4579182.0,-25,0.45,arcillas y limos
421871.0,4579182.0,-24,0.001,arcillas y limos
421871.0,4579182.0,-23,0.001,arcillas y limos
421871.0,4579182.0,-22,0.001,arcillas y limos
421871.0,4579182.0,-21,0.001,arcillas y limos
421871.0,4579182.0,-20,7,gravillas y gravas
421871.0,4579182.0,-19,7,gravillas y gravas
421871.0,4579182.0,-18,7,gravillas y gravas
421871.0,4579182.0,-17,7,gravillas y gravas
421871.0,4579182.0,-16,0.0004,arcillas y limos
421871.0,4579182.0,-15,7,gravillas y gravas
421871.0,4579182.0,-14,7,gravillas y gravas
421871.0,4579182.0,-13,7,gravillas y gravas
421871.0,4579182.0,-12,7,gravillas y gravas
421871.0,4579182.0,-11,7,gravillas y gravas
421871.0,4579182.0,-10,7,gravillas y gravas
421871.0,4579182.0,-9,7,gravillas y gravas
421871.0,4579182.0,-8,7,gravillas y gravas
421871.0,4579182.0,-7,7,gravillas y gravas
421871.0,4579182.0,-6,7,gravillas y gravas
421871.0,4579182.0,-5,7,gravillas y gravas
421871.0,4579182.0,-4,7,gravillas y gravas
421871.0,4579182.0,-3,7,gravillas y gravas
421871.0,4579182.0,-2,7,gravillas y gravas
421871.0,4579182.0,-1,7,gravillas y gravas
421871.0,4579182.0,0,0.065,arcillas y limos
421871.0,4579182.0,1,0.065,arcillas y limos
421871.0,4579182.0,2,0.065,arcillas y limos
421871.0,4579182.0,3,0.065,arcillas y limos
421871.0,4579182.0,4,0.065,arcillas y limos
421871.0,4579182.0,5,0.065,arcillas y limos
421871.0,4579182.0,6,0.065,arcillas y limos
421871.0,4579182.0,7,0.065,arcillas y limos
421744.0,4579205.0,-32,S,
421744.0,4579205.0,-31,0.03,arcillas y limos
421744.0,4579205.0,-30,0.03,arcillas y limos
421744.0,4579205.0,-29,0.065,arcillas y limos
421744.0,4579205.0,-28,0.065,arcillas y limos
421744.0,4579205.0,-27,0.065,arcillas y limos
421744.0,4579205.0,-26,0.065,arcillas y limos
421744.0,4579205.0,-25,0.065,arcillas y limos
421744.0,4579205.0,-24,0.065,arcillas y limos
421744.0,4579205.0,-23,0.065,arcillas y limos
421744.0,4579205.0,-22,0.065,arcillas y limos
421744.0,4579205.0,-21,0.065,arcillas y limos
421744.0,4579205.0,-20,0.065,arcillas y limos
421744.0,4579205.0,-19,0.065,arcillas y limos
421744.0,4579205.0,-18,0.065,arcillas y limos
421744.0,4579205.0,-17,1.15,arenas
421744.0,4579205.0,-16,1.15,arenas
421744.0,4579205.0,-15,1.15,arenas
421744.0,4579205.0,-14,1.15,arenas
421744.0,4579205.0,-13,1.15,arenas
421744.0,4579205.0,-12,1.15,arenas
421744.0,4579205.0,-11,1.15,arenas
421744.0,4579205.0,-10,1.15,arenas
421744.0,4579205.0,-9,1.15,arenas
421744.0,4579205.0,-8,30,gravillas y gravas
421744.0,4579205.0,-7,30,gravillas y gravas
421744.0,4579205.0,-6,30,gravillas y gravas
421744.0,4579205.0,-5,30,gravillas y gravas
421744.0,4579205.0,-4,0.004,arcillas y limos
421744.0,4579205.0,-3,0.004,arcillas y limos
421744.0,4579205.0,-2,0.004,arcillas y limos
421744.0,4579205.0,-1,0.004,arcillas y limos
421744.0,4579205.0,0,0.004,arcillas y limos
421744.0,4579205.0,1,0.004,arcillas y limos
421744.0,4579205.0,2,0.004,arcillas y limos
421744.0,4579205.0,3,0.004,arcillas y limos
421744.0,4579205.0,4,0.004,arcillas y limos
421744.0,4579205.0,5,0.004,arcillas y limos
421744.0,4579205.0,6,0.004,arcillas y limos
421744.0,4579205.0,7,0.004,arcillas y limos
421762.0,4578961.0,-29,S,
421762.0,4578961.0,-28,0.16,arcillas y limos
421762.0,4578961.0,-27,65,gravillas y gravas
421762.0,4578961.0,-26,65,gravillas y gravas
421762.0,4578961.0,-25,65,gravillas y gravas
421762.0,4578961.0,-24,65,gravillas y gravas
421762.0,4578961.0,-23,65,gravillas y gravas
421762.0,4578961.0,-22,65,gravillas y gravas
421762.0,4578961.0,-21,65,gravillas y gravas
421762.0,4578961.0,-20,65,gravillas y gravas
421762.0,4578961.0,-19,65,gravillas y gravas
421762.0,4578961.0,-18,7,gravillas y gravas
421762.0,4578961.0,-17,0.45,arcillas y limos
421762.0,4578961.0,-16,0.45,arcillas y limos
421762.0,4578961.0,-15,0.45,arcillas y limos
421762.0,4578961.0,-14,0.45,arcillas y limos
421762.0,4578961.0,-13,0.45,arcillas y limos
421762.0,4578961.0,-12,0.45,arcillas y limos
421762.0,4578961.0,-11,0.004,arcillas y limos
421762.0,4578961.0,-10,0.004,arcillas y limos
421762.0,4578961.0,-9,0.004,arcillas y limos
421762.0,4578961.0,-8,0.004,arcillas y limos
421762.0,4578961.0,-7,0.004,arcillas y limos
421762.0,4578961.0,-6,0.004,arcillas y limos
421762.0,4578961.0,-5,0.004,arcillas y limos
421762.0,4578961.0,-4,0.004,arcillas y limos
421762.0,4578961.0,-3,0.004,arcillas y limos
421762.0,4578961.0,-2,0.004,arcillas y limos
421762.0,4578961.0,-1,0.004,arcillas y limos
421762.0,4578961.0,0,0.004,arcillas y limos
421762.0,4578961.0,1,0.004,arcillas y limos
421762.0,4578961.0,2,0.004,arcillas y limos
421762.0,4578961.0,3,0.004,arcillas y limos
421762.0,4578961.0,4,0.004,arcillas y limos
421762.0,4578961.0,5,0.004,arcillas y limos
421762.0,4578961.0,6,0.004,arcillas y limos
421762.0,4578961.0,7,0.004,arcillas y limos
421718.0,4578992.0,-28,S,
421718.0,4578992.0,-27,7,gravillas y gravas
421718.0,4578992.0,-26,7,gravillas y gravas
421718.0,4578992.0,-25,7,gravillas y gravas
421718.0,4578992.0,-24,7,gravillas y gravas
421718.0,4578992.0,-23,7,gravillas y gravas
421718.0,4578992.0,-22,7,gravillas y gravas
421718.0,4578992.0,-21,7,gravillas y gravas
421718.0,4578992.0,-20,7,gravillas y gravas
421718.0,4578992.0,-19,0.03,arcillas y limos
421718.0,4578992.0,-18,0.16,arcillas y limos
421718.0,4578992.0,-17,7,gravillas y gravas
421718.0,4578992.0,-16,7,gravillas y gravas
421718.0,4578992.0,-15,7,gravillas y gravas
421718.0,4578992.0,-14,7,gravillas y gravas
421718.0,4578992.0,-13,7,gravillas y gravas
421718.0,4578992.0,-12,7,gravillas y gravas
421718.0,4578992.0,-11,7,gravillas y gravas
421718.0,4578992.0,-10,7,gravillas y gravas
421718.0,4578992.0,-9,0.004,arcillas y limos
421718.0,4578992.0,-8,0.004,arcillas y limos
421718.0,4578992.0,-7,0.004,arcillas y limos
421718.0,4578992.0,-6,0.004,arcillas y limos
