UTM_X,UTM_Y,Cota
413765.387755102,4569465.306122449,-15.0
414144.0816326531,4569465.306122449,-15.0
414144.0816326531,4569751.632653061,-15.0
414144.0816326531,4570037.959183673,-15.0
416416.2448979592,4572614.897959184,-15.0
416794.9387755102,4572614.897959184,-15.0
416794.9387755102,4572901.224489796,-15.0
419824.48979591834,4574905.510204081,-15.0
419445.79591836734,4575191.8367346935,-15.0
419824.48979591834,4575191.8367346935,-15.0
420203.1836734694,4575191.8367346935,-15.0
419824.48979591834,4575478.1632653065,-15.0
420203.1836734694,4575478.1632653065,-15.0
419824.48979591834,4575764.489795919,-15.0
425126.20408163266,4578627.755102041,-15.0
425504.89795918367,4578627.755102041,-15.0
424747.51020408166,4578914.081632653,-15.0
425126.20408163266,4578914.081632653,-15.0
425504.89795918367,4578914.081632653,-15.0
425883.5918367347,4578914.081632653,-15.0
424368.8163265306,4579200.408163265,-15.0
424747.51020408166,4579200.408163265,-15.0
425126.20408163266,4579200.408163265,-15.0
425504.89795918367,4579200.408163265,-15.0
425883.5918367347,4579200.408163265,-15.0
423990.1224489796,4579486.734693877,-15.0
424747.51020408166,4579486.734693877,-15.0
425126.20408163266,4579486.734693877,-15.0
425504.89795918367,4579486.734693877,-15.0
425883.5918367347,4579486.734693877,-15.0
426262.28571428574,4579486.734693877,-15.0
426640.97959183675,4579486.734693877,-15.0
427019.67346938775,4579486.734693877,-15.0
425126.20408163266,4579773.0612244895,-15.0
425504.89795918367,4579773.0612244895,-15.0
425883.5918367347,4579773.0612244895,-15.0
426262.28571428574,4579773.0612244895,-15.0
426640.97959183675,4579773.0612244895,-15.0
427019.67346938775,4579773.0612244895,-15.0
426262.28571428574,4580059.3877551025,-15.0
426640.97959183675,4580059.3877551025,-15.0
427019.67346938775,4580059.3877551025,-15.0
420581.8775510204,4580345.714285715,-15.0
420960.5714285714,4580345.714285715,-15.0
426640.97959183675,4580345.714285715,-15.0
427019.67346938775,4580345.714285715,-15.0
420581.8775510204,4580632.040816327,-15.0
420960.5714285714,4580632.040816327,-15.0
426640.97959183675,4580632.040816327,-15.0
420581.8775510204,4580918.367346939,-15.0
420960.5714285714,4580918.367346939,-15.0
420581.8775510204,4581204.693877551,-15.0
420960.5714285714,4581204.693877551,-15.0
413765.387755102,4569465.306122449,-20.0
414144.0816326531,4569465.306122449,-20.0
414144.0816326531,4569751.632653061,-20.0
414522.7755102041,4569751.632653061,-20.0
414144.0816326531,4570037.959183673,-20.0
416037.55102040817,4571469.591836735,-20.0
415658.85714285716,4571755.918367347,-20.0
416037.55102040817,4571755.918367347,-20.0
416037.55102040817,4572042.244897959,-20.0
416037.55102040817,4572328.571428572,-20.0
416416.2448979592,4572614.897959184,-20.0
416794.9387755102,4572614.897959184,-20.0
416794.9387755102,4572901.224489796,-20.0
416794.9387755102,4573187.551020408,-20.0
419824.48979591834,4574905.510204081,-20.0
419445.79591836734,4575191.8367346935,-20.0
419824.48979591834,4575191.8367346935,-20.0
420203.1836734694,4575191.8367346935,-20.0
419824.48979591834,4575478.1632653065,-20.0
420203.1836734694,4575478.1632653065,-20.0
419824.48979591834,4575764.489795919,-20.0
420203.1836734694,4575764.489795919,-20.0
423611.4285714286,4578055.102040816,-20.0
423990.1224489796,4578055.102040816,-20.0
423232.7346938776,4578341.428571428,-20.0
423611.4285714286,4578341.428571428,-20.0
423990.1224489796,4578341.428571428,-20.0
422854.0408163265,4578627.755102041,-20.0
423232.7346938776,4578627.755102041,-20.0
423611.4285714286,4578627.755102041,-20.0
423990.1224489796,4578627.755102041,-20.0
425126.20408163266,4578627.755102041,-20.0
425504.89795918367,4578627.755102041,-20.0
423232.7346938776,4578914.081632653,-20.0
423611.4285714286,4578914.081632653,-20.0
423990.1224489796,4578914.081632653,-20.0
424747.51020408166,4578914.081632653,-20.0
425126.20408163266,4578914.081632653,-20.0
425504.89795918367,4578914.081632653,-20.0
425883.5918367347,4578914.081632653,-20.0
423232.7346938776,4579200.408163265,-20.0
423611.4285714286,4579200.408163265,-20.0
423990.1224489796,4579200.408163265,-20.0
424368.8163265306,4579200.408163265,-20.0
424747.51020408166,4579200.408163265,-20.0
425126.20408163266,4579200.408163265,-20.0
425504.89795918367,4579200.408163265,-20.0
425883.5918367347,4579200.408163265,-20.0
423232.7346938776,4579486.734693877,-20.0
423611.4285714286,4579486.734693877,-20.0
423990.1224489796,4579486.734693877,-20.0
424747.51020408166,4579486.734693877,-20.0
425126.20408163266,4579486.734693877,-20.0
425504.89795918367,4579486.734693877,-20.0
425883.5918367347,4579486.734693877,-20.0
426262.28571428574,4579486.734693877,-20.0
426640.97959183675,4579486.734693877,-20.0
427019.67346938775,4579486.734693877,-20.0
425126.20408163266,4579773.0612244895,-20.0
425504.89795918367,4579773.0612244895,-20.0
425883.5918367347,4579773.0612244895,-20.0
426262.28571428574,4579773.0612244895,-20.0
426640.97959183675,4579773.0612244895,-20.0
427019.67346938775,4579773.0612244895,-20.0
420581.8775510204,4580059.3877551025,-20.0
426262.28571428574,4580059.3877551025,-20.0
426640.97959183675,4580059.3877551025,-20.0
427019.67346938775,4580059.3877551025,-20.0
420203.1836734694,4580345.714285715,-20.0
420581.8775510204,4580345.714285715,-20.0
420960.5714285714,4580345.714285715,-20.0
426640.97959183675,4580345.714285715,-20.0
427019.67346938775,4580345.714285715,-20.0
420203.1836734694,4580632.040816327,-20.0
420581.8775510204,4580632.040816327,-20.0
420960.5714285714,4580632.040816327,-20.0
426640.97959183675,4580632.040816327,-20.0
420203.1836734694,4580918.367346939,-20.0
420581.8775510204,4580918.367346939,-20.0
420960.5714285714,4580918.367346939,-20.0
420581.8775510204,4581204.693877551,-20.0
420960.5714285714,4581204.693877551,-20.0
413765.387755102,4569465.306122449,-25.0
414144.0816326531,4569465.306122449,-25.0
414144.0816326531,4569751.632653061,-25.0
414522.7755102041,4569751.632653061,-25.0
414144.0816326531,4570037.959183673,-25.0
416037.55102040817,4571469.591836735,-25.0
415658.85714285716,4571755.918367347,-25.0
416037.55102040817,4571755.918367347,-25.0
416416.2448979592,4571755.918367347,-25.0
416037.55102040817,4572042.244897959,-25.0
416416.2448979592,4572042.244897959,-25.0
416037.55102040817,4572328.571428572,-25.0
416416.2448979592,4572328.571428572,-25.0
416794.9387755102,4572328.571428572,-25.0
416416.2448979592,4572614.897959184,-25.0
416794.9387755102,4572614.897959184,-25.0
416794.9387755102,4572901.224489796,-25.0
416794.9387755102,4573187.551020408,-25.0
418688.4081632653,4574332.857142857,-25.0
418688.4081632653,4574619.183673469,-25.0
419067.10204081633,4574619.183673469,-25.0
419445.79591836734,4574619.183673469,-25.0
419067.10204081633,4574905.510204081,-25.0
419445.79591836734,4574905.510204081,-25.0
419824.48979591834,4574905.510204081,-25.0
419445.79591836734,4575191.8367346935,-25.0
419824.48979591834,4575191.8367346935,-25.0
420203.1836734694,4575191.8367346935,-25.0
419824.48979591834,4575478.1632653065,-25.0
420203.1836734694,4575478.1632653065,-25.0
419824.48979591834,4575764.489795919,-25.0
420203.1836734694,4575764.489795919,-25.0
420203.1836734694,4576050.816326531,-25.0
420581.8775510204,4576050.816326531,-25.0
420203.1836734694,4576337.142857143,-25.0
420581.8775510204,4576337.142857143,-25.0
420203.1836734694,4576623.469387755,-25.0
420581.8775510204,4576623.469387755,-25.0
420203.1836734694,4576909.795918368,-25.0
420581.8775510204,4576909.795918368,-25.0
420203.1836734694,4577196.12244898,-25.0
420581.8775510204,4577196.12244898,-25.0
423611.4285714286,4578055.102040816,-25.0
423990.1224489796,4578055.102040816,-25.0
423232.7346938776,4578341.428571428,-25.0
423611.4285714286,4578341.428571428,-25.0
423990.1224489796,4578341.428571428,-25.0
422854.0408163265,4578627.755102041,-25.0
423232.7346938776,4578627.755102041,-25.0
423611.4285714286,4578627.755102041,-25.0
423990.1224489796,4578627.755102041,-25.0
425126.20408163266,4578627.755102041,-25.0
425504.89795918367,4578627.755102041,-25.0
423232.7346938776,4578914.081632653,-25.0
423611.4285714286,4578914.081632653,-25.0
423990.1224489796,4578914.081632653,-25.0
424747.51020408166,4578914.081632653,-25.0
425126.20408163266,4578914.081632653,-25.0
425504.89795918367,4578914.081632653,-25.0
425883.5918367347,4578914.081632653,-25.0
418309.71428571426,4579200.408163265,-25.0
418688.4081632653,4579200.408163265,-25.0
419067.10204081633,4579200.408163265,-25.0
423232.7346938776,4579200.408163265,-25.0
423611.4285714286,4579200.408163265,-25.0
423990.1224489796,4579200.408163265,-25.0
424368.8163265306,4579200.408163265,-25.0
424747.51020408166,4579200.408163265,-25.0
425126.20408163266,4579200.408163265,-25.0
425504.89795918367,4579200.408163265,-25.0
425883.5918367347,4579200.408163265,-25.0
418309.71428571426,4579486.734693877,-25.0
418688.4081632653,4579486.734693877,-25.0
419067.10204081633,4579486.734693877,-25.0
419445.79591836734,4579486.734693877,-25.0
423232.7346938776,4579486.734693877,-25.0
423611.4285714286,4579486.734693877,-25.0
423990.1224489796,4579486.734693877,-25.0
424747.51020408166,4579486.734693877,-25.0
425126.20408163266,4579486.734693877,-25.0
425504.89795918367,4579486.734693877,-25.0
425883.5918367347,4579486.734693877,-25.0
426262.28571428574,4579486.734693877,-25.0
426640.97959183675,4579486.734693877,-25.0
427019.67346938775,4579486.734693877,-25.0
418309.71428571426,4579773.0612244895,-25.0
418688.4081632653,4579773.0612244895,-25.0
419067.10204081633,4579773.0612244895,-25.0
419445.79591836734,4579773.0612244895,-25.0
419824.48979591834,4579773.0612244895,-25.0
420203.1836734694,4579773.0612244895,-25.0
420581.8775510204,4579773.0612244895,-25.0
425126.20408163266,4579773.0612244895,-25.0
425504.89795918367,4579773.0612244895,-25.0
425883.5918367347,4579773.0612244895,-25.0
426262.28571428574,4579773.0612244895,-25.0
426640.97959183675,4579773.0612244895,-25.0
427019.67346938775,4579773.0612244895,-25.0
417931.02040816325,4580059.3877551025,-25.0
418309.71428571426,4580059.3877551025,-25.0
418688.4081632653,4580059.3877551025,-25.0
419067.10204081633,4580059.3877551025,-25.0
419445.79591836734,4580059.3877551025,-25.0
419824.48979591834,4580059.3877551025,-25.0
420203.1836734694,4580059.3877551025,-25.0
420581.8775510204,4580059.3877551025,-25.0
420960.5714285714,4580059.3877551025,-25.0
426262.28571428574,4580059.3877551025,-25.0
426640.97959183675,4580059.3877551025,-25.0
427019.67346938775,4580059.3877551025,-25.0
418688.4081632653,4580345.714285715,-25.0
419067.10204081633,4580345.714285715,-25.0
419445.79591836734,4580345.714285715,-25.0
419824.48979591834,4580345.714285715,-25.0
420203.1836734694,4580345.714285715,-25.0
420581.8775510204,4580345.714285715,-25.0
420960.5714285714,4580345.714285715,-25.0
426640.97959183675,4580345.714285715,-25.0
427019.67346938775,4580345.714285715,-25.0
419824.48979591834,4580632.040816327,-25.0
420203.1836734694,4580632.040816327,-25.0
420581.8775510204,4580632.040816327,-25.0
420960.5714285714,4580632.040816327,-25.0
426640.97959183675,4580632.040816327,-25.0
419824.48979591834,4580918.367346939,-25.0
420203.1836734694,4580918.367346939,-25.0
420581.8775510204,4580918.367346939,-25.0
420960.5714285714,4580918.367346939,-25.0
420581.8775510204,4581204.693877551,-25.0
420960.5714285714,4581204.693877551,-25.0
413765.387755102,4569465.306122449,-30.0
414144.0816326531,4569465.306122449,-30.0
414144.0816326531,4569751.632653061,-30.0
414522.7755102041,4569751.632653061,-30.0
414144.0816326531,4570037.959183673,-30.0
416037.55102040817,4571469.591836735,-30.0
415658.85714285716,4571755.918367347,-30.0
416037.55102040817,4571755.918367347,-30.0
416416.2448979592,4571755.918367347,-30.0
416037.55102040817,4572042.244897959,-30.0
416416.2448979592,4572042.244897959,-30.0
416037.55102040817,4572328.571428572,-30.0
416416.2448979592,4572328.571428572,-30.0
416794.9387755102,4572328.571428572,-30.0
417173.63265306124,4572328.571428572,-30.0
417552.32653061225,4572328.571428572,-30.0
416416.2448979592,4572614.897959184,-30.0
416794.9387755102,4572614.897959184,-30.0
417173.63265306124,4572614.897959184,-30.0
417552.32653061225,4572614.897959184,-30.0
416794.9387755102,4572901.224489796,-30.0
417173.63265306124,4572901.224489796,-30.0
417552.32653061225,4572901.224489796,-30.0
416794.9387755102,4573187.551020408,-30.0
417173.63265306124,4573187.551020408,-30.0
417552.32653061225,4573187.551020408,-30.0
417173.63265306124,4573473.87755102,-30.0
417173.63265306124,4573760.204081632,-30.0
418688.4081632653,4574332.857142857,-30.0
418688.4081632653,4574619.183673469,-30.0
419067.10204081633,4574619.183673469,-30.0
419445.79591836734,4574619.183673469,-30.0
419067.10204081633,4574905.510204081,-30.0
419445.79591836734,4574905.510204081,-30.0
419824.48979591834,4574905.510204081,-30.0
419445.79591836734,4575191.8367346935,-30.0
419824.48979591834,4575191.8367346935,-30.0
420203.1836734694,4575191.8367346935,-30.0
419824.48979591834,4575478.1632653065,-30.0
420203.1836734694,4575478.1632653065,-30.0
419824.48979591834,4575764.489795919,-30.0
420203.1836734694,4575764.489795919,-30.0
420203.1836734694,4576050.816326531,-30.0
420581.8775510204,4576050.816326531,-30.0
420203.1836734694,4576337.142857143,-30.0
420581.8775510204,4576337.142857143,-30.0
420203.1836734694,4576623.469387755,-30.0
420581.8775510204,4576623.469387755,-30.0
420203.1836734694,4576909.795918368,-30.0
420581.8775510204,4576909.795918368,-30.0
420203.1836734694,4577196.12244898,-30.0
420581.8775510204,4577196.12244898,-30.0
420203.1836734694,4577482.448979592,-30.0
420581.8775510204,4577482.448979592,-30.0
423232.7346938776,4577482.448979592,-30.0
423611.4285714286,4577482.448979592,-30.0
419824.48979591834,4577768.775510204,-30.0
420203.1836734694,4577768.775510204,-30.0
420581.8775510204,4577768.775510204,-30.0
420960.5714285714,4577768.775510204,-30.0
423232.7346938776,4577768.775510204,-30.0
423611.4285714286,4577768.775510204,-30.0
419445.79591836734,4578055.102040816,-30.0
419824.48979591834,4578055.102040816,-30.0
420203.1836734694,4578055.102040816,-30.0
420581.8775510204,4578055.102040816,-30.0
423232.7346938776,4578055.102040816,-30.0
423611.4285714286,4578055.102040816,-30.0
423990.1224489796,4578055.102040816,-30.0
421339.2653061224,4578341.428571428,-30.0
423232.7346938776,4578341.428571428,-30.0
423611.4285714286,4578341.428571428,-30.0
423990.1224489796,4578341.428571428,-30.0
427019.67346938775,4578341.428571428,-30.0
421339.2653061224,4578627.755102041,-30.0
422854.0408163265,4578627.755102041,-30.0
423232.7346938776,4578627.755102041,-30.0
423611.4285714286,4578627.755102041,-30.0
423990.1224489796,4578627.755102041,-30.0
425126.20408163266,4578627.755102041,-30.0
425504.89795918367,4578627.755102041,-30.0
427019.67346938775,4578627.755102041,-30.0
421339.2653061224,4578914.081632653,-30.0
421717.9591836735,4578914.081632653,-30.0
423232.7346938776,4578914.081632653,-30.0
423611.4285714286,4578914.081632653,-30.0
423990.1224489796,4578914.081632653,-30.0
424747.51020408166,4578914.081632653,-30.0
425126.20408163266,4578914.081632653,-30.0
425504.89795918367,4578914.081632653,-30.0
425883.5918367347,4578914.081632653,-30.0
427019.67346938775,4578914.081632653,-30.0
427398.36734693876,4578914.081632653,-30.0
418309.71428571426,4579200.408163265,-30.0
418688.4081632653,4579200.408163265,-30.0
419067.10204081633,4579200.408163265,-30.0
422854.0408163265,4579200.408163265,-30.0
423232.7346938776,4579200.408163265,-30.0
423611.4285714286,4579200.408163265,-30.0
423990.1224489796,4579200.408163265,-30.0
424368.8163265306,4579200.408163265,-30.0
424747.51020408166,4579200.408163265,-30.0
425126.20408163266,4579200.408163265,-30.0
425504.89795918367,4579200.408163265,-30.0
425883.5918367347,4579200.408163265,-30.0
426640.97959183675,4579200.408163265,-30.0
427019.67346938775,4579200.408163265,-30.0
427398.36734693876,4579200.408163265,-30.0
427777.0612244898,4579200.408163265,-30.0
418309.71428571426,4579486.734693877,-30.0
418688.4081632653,4579486.734693877,-30.0
419067.10204081633,4579486.734693877,-30.0
419445.79591836734,4579486.734693877,-30.0
423232.7346938776,4579486.734693877,-30.0
423611.4285714286,4579486.734693877,-30.0
423990.1224489796,4579486.734693877,-30.0
424747.51020408166,4579486.734693877,-30.0
425126.20408163266,4579486.734693877,-30.0
425504.89795918367,4579486.734693877,-30.0
425883.5918367347,4579486.734693877,-30.0
426262.28571428574,4579486.734693877,-30.0
426640.97959183675,4579486.734693877,-30.0
427019.67346938775,4579486.734693877,-30.0
427398.36734693876,4579486.734693877,-30.0
427777.0612244898,4579486.734693877,-30.0
418309.71428571426,4579773.0612244895,-30.0
418688.4081632653,4579773.0612244895,-30.0
419067.10204081633,4579773.0612244895,-30.0
419445.79591836734,4579773.0612244895,-30.0
419824.48979591834,4579773.0612244895,-30.0
420203.1836734694,4579773.0612244895,-30.0
420581.8775510204,4579773.0612244895,-30.0
425126.20408163266,4579773.0612244895,-30.0
425504.89795918367,4579773.0612244895,-30.0
425883.5918367347,4579773.0612244895,-30.0
426262.28571428574,4579773.0612244895,-30.0
426640.97959183675,4579773.0612244895,-30.0
427019.67346938775,4579773.0612244895,-30.0
427398.36734693876,4579773.0612244895,-30.0
427777.0612244898,4579773.0612244895,-30.0
417931.02040816325,4580059.3877551025,-30.0
418309.71428571426,4580059.3877551025,-30.0
418688.4081632653,4580059.3877551025,-30.0
419067.10204081633,4580059.3877551025,-30.0
419445.79591836734,4580059.3877551025,-30.0
419824.48979591834,4580059.3877551025,-30.0
420203.1836734694,4580059.3877551025,-30.0
420581.8775510204,4580059.3877551025,-30.0
420960.5714285714,4580059.3877551025,-30.0
425504.89795918367,4580059.3877551025,-30.0
425883.5918367347,4580059.3877551025,-30.0
426262.28571428574,4580059.3877551025,-30.0
426640.97959183675,4580059.3877551025,-30.0
427019.67346938775,4580059.3877551025,-30.0
417931.02040816325,4580345.714285715,-30.0
418309.71428571426,4580345.714285715,-30.0
418688.4081632653,4580345.714285715,-30.0
419067.10204081633,4580345.714285715,-30.0
419445.79591836734,4580345.714285715,-30.0
419824.48979591834,4580345.714285715,-30.0
420203.1836734694,4580345.714285715,-30.0
420581.8775510204,4580345.714285715,-30.0
420960.5714285714,4580345.714285715,-30.0
425883.5918367347,4580345.714285715,-30.0
426262.28571428574,4580345.714285715,-30.0
426640.97959183675,4580345.714285715,-30.0
427019.67346938775,4580345.714285715,-30.0
417931.02040816325,4580632.040816327,-30.0
418309.71428571426,4580632.040816327,-30.0
418688.4081632653,4580632.040816327,-30.0
419067.10204081633,4580632.040816327,-30.0
419445.79591836734,4580632.040816327,-30.0
419824.48979591834,4580632.040816327,-30.0
420203.1836734694,4580632.040816327,-30.0
420581.8775510204,4580632.040816327,-30.0
420960.5714285714,4580632.040816327,-30.0
426262.28571428574,4580632.040816327,-30.0
426640.97959183675,4580632.040816327,-30.0
417931.02040816325,4580918.367346939,-30.0
418309.71428571426,4580918.367346939,-30.0
418688.4081632653,4580918.367346939,-30.0
419067.10204081633,4580918.367346939,-30.0
419445.79591836734,4580918.367346939,-30.0
419824.48979591834,4580918.367346939,-30.0
420203.1836734694,4580918.367346939,-30.0
420581.8775510204,4580918.367346939,-30.0
420960.5714285714,4580918.367346939,-30.0
417931.02040816325,4581204.693877551,-30.0
418309.71428571426,4581204.693877551,-30.0
418688.4081632653,4581204.693877551,-30.0
419067.10204081633,4581204.693877551,-30.0
419445.79591836734,4581204.693877551,-30.0
420581.8775510204,4581204.693877551,-30.0
420960.5714285714,4581204.693877551,-30.0
417552.32653061225,4581491.020408163,-30.0
417931.02040816325,4581491.020408163,-30.0
418309.71428571426,4581491.020408163,-30.0
418688.4081632653,4581491.020408163,-30.0
419067.10204081633,4581491.020408163,-30.0
417552.32653061225,4581777.346938776,-30.0
417931.02040816325,4581777.346938776,-30.0
418309.71428571426,4581777.346938776,-30.0
418688.4081632653,4581777.346938776,-30.0
419067.10204081633,4581777.346938776,-30.0
417931.02040816325,4582063.673469388,-30.0
418309.71428571426,4582063.673469388,-30.0
418688.4081632653,4582063.673469388,-30.0
413765.387755102,4569465.306122449,-35.0
414144.0816326531,4569465.306122449,-35.0
414144.0816326531,4569751.632653061,-35.0
414522.7755102041,4569751.632653061,-35.0
414144.0816326531,4570037.959183673,-35.0
416037.55102040817,4571469.591836735,-35.0
416416.2448979592,4571469.591836735,-35.0
415658.85714285716,4571755.918367347,-35.0
416037.55102040817,4571755.918367347,-35.0
416416.2448979592,4571755.918367347,-35.0
416037.55102040817,4572042.244897959,-35.0
416416.2448979592,4572042.244897959,-35.0
416794.9387755102,4572042.244897959,-35.0
416037.55102040817,4572328.571428572,-35.0
416416.2448979592,4572328.571428572,-35.0
416794.9387755102,4572328.571428572,-35.0
417173.63265306124,4572328.571428572,-35.0
417552.32653061225,4572328.571428572,-35.0
417931.02040816325,4572328.571428572,-35.0
416416.2448979592,4572614.897959184,-35.0
416794.9387755102,4572614.897959184,-35.0
417173.63265306124,4572614.897959184,-35.0
417552.32653061225,4572614.897959184,-35.0
416794.9387755102,4572901.224489796,-35.0
417173.63265306124,4572901.224489796,-35.0
417552.32653061225,4572901.224489796,-35.0
416794.9387755102,4573187.551020408,-35.0
417173.63265306124,4573187.551020408,-35.0
417552.32653061225,4573187.551020408,-35.0
417173.63265306124,4573473.87755102,-35.0
417173.63265306124,4573760.204081632,-35.0
418688.4081632653,4574332.857142857,-35.0
418688.4081632653,4574619.183673469,-35.0
419067.10204081633,4574619.183673469,-35.0
419445.79591836734,4574619.183673469,-35.0
419067.10204081633,4574905.510204081,-35.0
419445.79591836734,4574905.510204081,-35.0
419824.48979591834,4574905.510204081,-35.0
419445.79591836734,4575191.8367346935,-35.0
419824.48979591834,4575191.8367346935,-35.0
420203.1836734694,4575191.8367346935,-35.0
419824.48979591834,4575478.1632653065,-35.0
420203.1836734694,4575478.1632653065,-35.0
419824.48979591834,4575764.489795919,-35.0
420203.1836734694,4575764.489795919,-35.0
420203.1836734694,4576050.816326531,-35.0
420581.8775510204,4576050.816326531,-35.0
420203.1836734694,4576337.142857143,-35.0
420581.8775510204,4576337.142857143,-35.0
420203.1836734694,4576623.469387755,-35.0
420581.8775510204,4576623.469387755,-35.0
420960.5714285714,4576623.469387755,-35.0
420203.1836734694,4576909.795918368,-35.0
420581.8775510204,4576909.795918368,-35.0
420960.5714285714,4576909.795918368,-35.0
420203.1836734694,4577196.12244898,-35.0
420581.8775510204,4577196.12244898,-35.0
420203.1836734694,4577482.448979592,-35.0
420581.8775510204,4577482.448979592,-35.0
420960.5714285714,4577482.448979592,-35.0
423232.7346938776,4577482.448979592,-35.0
423611.4285714286,4577482.448979592,-35.0
419824.48979591834,4577768.775510204,-35.0
420203.1836734694,4577768.775510204,-35.0
420581.8775510204,4577768.775510204,-35.0
420960.5714285714,4577768.775510204,-35.0
423232.7346938776,4577768.775510204,-35.0
423611.4285714286,4577768.775510204,-35.0
419445.79591836734,4578055.102040816,-35.0
419824.48979591834,4578055.102040816,-35.0
420203.1836734694,4578055.102040816,-35.0
420581.8775510204,4578055.102040816,-35.0
421339.2653061224,4578055.102040816,-35.0
423232.7346938776,4578055.102040816,-35.0
423611.4285714286,4578055.102040816,-35.0
423990.1224489796,4578055.102040816,-35.0
419445.79591836734,4578341.428571428,-35.0
419824.48979591834,4578341.428571428,-35.0
420960.5714285714,4578341.428571428,-35.0
421339.2653061224,4578341.428571428,-35.0
421717.9591836735,4578341.428571428,-35.0
423232.7346938776,4578341.428571428,-35.0
423611.4285714286,4578341.428571428,-35.0
423990.1224489796,4578341.428571428,-35.0
425126.20408163266,4578341.428571428,-35.0
426262.28571428574,4578341.428571428,-35.0
426640.97959183675,4578341.428571428,-35.0
427019.67346938775,4578341.428571428,-35.0
428155.7551020408,4578341.428571428,-35.0
428534.44897959183,4578341.428571428,-35.0
419067.10204081633,4578627.755102041,-35.0
419445.79591836734,4578627.755102041,-35.0
419824.48979591834,4578627.755102041,-35.0
420203.1836734694,4578627.755102041,-35.0
420581.8775510204,4578627.755102041,-35.0
420960.5714285714,4578627.755102041,-35.0
421339.2653061224,4578627.755102041,-35.0
421717.9591836735,4578627.755102041,-35.0
422096.6530612245,4578627.755102041,-35.0
422854.0408163265,4578627.755102041,-35.0
423232.7346938776,4578627.755102041,-35.0
423611.4285714286,4578627.755102041,-35.0
423990.1224489796,4578627.755102041,-35.0
424368.8163265306,4578627.755102041,-35.0
424747.51020408166,4578627.755102041,-35.0
425126.20408163266,4578627.755102041,-35.0
425504.89795918367,4578627.755102041,-35.0
426262.28571428574,4578627.755102041,-35.0
426640.97959183675,4578627.755102041,-35.0
427019.67346938775,4578627.755102041,-35.0
428155.7551020408,4578627.755102041,-35.0
428534.44897959183,4578627.755102041,-35.0
418688.4081632653,4578914.081632653,-35.0
419067.10204081633,4578914.081632653,-35.0
419445.79591836734,4578914.081632653,-35.0
419824.48979591834,4578914.081632653,-35.0
420203.1836734694,4578914.081632653,-35.0
420581.8775510204,4578914.081632653,-35.0
420960.5714285714,4578914.081632653,-35.0
421339.2653061224,4578914.081632653,-35.0
421717.9591836735,4578914.081632653,-35.0
423232.7346938776,4578914.081632653,-35.0
423611.4285714286,4578914.081632653,-35.0
423990.1224489796,4578914.081632653,-35.0
424368.8163265306,4578914.081632653,-35.0
